quest_id,name_en,category,rank,stars,quest_type,location_en,zenny,objective_en,description_en
1424,Treasure in the Steam,optional,MR,4,deliver,Hoarfrost Reach,9000,Hunt an Azure Rathalos,"A new challenger: Azure Rathalos, the Sapphire Sultan, the True Blue Terror! Bow down to the king of all wyverns! Two fighters enter the Special Arena, but only one leaves!"
1431,Special Arena: MR Azure Rathalos,optional,MR,4,hunt,Special Arena,28800,Hunt a Black Diablos,"A new challenger: Black Diablos, the Dark Destroyer, the Horn Express! Run, don't walk, from this furious fiend! Two fighters enter the Special Arena, but only one leaves!"
1432,Special Arena: MR Black Diablos,optional,MR,4,hunt,Special Arena,28800,Hunt an Acidic Glavenus,"A new challenger: Acidic Glavenus, the Colonel of Corrosion, The Dino Dueler! There's no stoppin' once he gets to choppin'! Two fighters enter the Special Arena, but only one leaves!"
1433,Special Arena: MR Acidic Glavenus,optional,MR,4,hunt,Special Arena,28800,Hunt an Ebony Odogaron,"A new challenger: Ebony Odogaron, the Overlord of Onyx, the Hell-hound that Pounds! He'll teach you to sit, roll over, and play dead! Two fighters enter the Special Arena, but only one leaves!"
1434,Special Arena: MR Ebony Odogaron,optional,MR,4,hunt,Special Arena,28800,Hunt a Fulgur Anjanath,"A new challenger: Fulgur Anjanath, the Shock-o-saurus, T-Wrecks! He's electric! Boogie Woogie, Woogie! Two fighters enter the Special Arena, but only one leaves!"
1435,Special Arena: MR Fulgur Anjanath,optional,MR,4,hunt,Special Arena,28800,Hunt an Azure Rathalos,We've got reports coming in from all locations confirming the existence of some unusually tough monsters. Head to their locations and begin your investigations ASAP.
1451,These Azure Eyes See All,optional,MR,4,hunt,Ancient Forest,28800,Hunt an Ebony Odogaron,"Some of the newly discovered monsters in the New World have been sighted in other locales. The shift in surroundings will most likely have a significant effect on their behavior, head to their location and investigate immediately."
1452,Misfortune in the Forest,optional,MR,4,hunt,Ancient Forest,28800,Hunt a Black Diablos,It seems that one of our researchers was set on by a Black Diablos and during the encounter he spilt attractant all over himself. Now the lovesick beast is chasing him all over the wastes...
1461,In the Heat of the Moment,optional,MR,4,hunt,Wildspire Waste,28800,Hunt a Black Diablos,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and no monster will be knocking you around! (Upgrades the Rocksteady Mantle upon first completion.)
1462,Piercing Black,optional,MR,4,hunt,Wildspire Waste,34560,Hunt an Ebony Odogaron,"""I'm on the trail of an Ebony Odogaron. It's a ferocious monster that seems to have a thirst for battle. I must take care not—"" (the rest of the note is torn...)"
1471,A Shadowy Offender,optional,MR,4,hunt,Coral Highlands,28800,Hunt an Acidic Glavenus,"—and by the by, you've dueled with the Acidic Glavenus, yes? How it sharpens that dull, acidic tail into a beautiful blade! Simply astounding, yes! Oh, and the way it winds up for an—"
1481,This Corroded Blade,optional,MR,4,hunt,Rotten Vale,28800,Capture an Acidic Glavenus,P.U.R.R. is in fur effect...with just one minor hiccup: an Acidic Glavenus! Bag us that Glavenus and we'll sneak past and snatch the goods! (Decor materials for your room added upon first completion.)
1482,The Purr-fect Room: Light Iron,optional,MR,4,capture,Rotten Vale,37440,Hunt all target monsters,"P.U.R.R. is in fur effect...with just one minor hiccup, well, actually two: a double dose of depraved devil doggies! Put 'em on a leash so we can go in and get the goods! (Decor materials for your room added upon first completion.)"
1483,The Purr-fect Room: Dark Iron,optional,MR,4,hunt,Rotten Vale,43200,Hunt an Azure Rathalos,"Azure Rathalos are known to mark their territory with gashes by using their massive claws. As fascinating as this is to our ethology department, it's quite a headache for our geologists."
1491,Blue Rathalos Blues,optional,MR,4,hunt,Elder's Recess,28800,Capture a Fulgur Anjanath,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll upgrade your gear lightning-quick! (Upgrades the Thunderproof Mantle upon first completion.)
1492,Trap the Thunder Jaw,optional,MR,4,capture,Elder's Recess,37440,Slay a Velkhana,"Official records about Velkhana are non-existent, and much has yet to be confirmed about its ecology. But this is the perfect opportunity for us—er, YOU, to make history!"
1521,Clashing Swords Upon The Rime,optional,MR,5,hunt,Hoarfrost Reach,28800,Slay a Kushala Daora,"Sure, Kushala Daora wrecks things with its storms, but I think it gets a bad rap. I mean, after those storms, it's super sunny and everything! Help me change people's minds!"
1551,The Harbinger of Clear Skies,optional,MR,5,hunt,Ancient Forest,36000,Slay a Blackveil Vaal Hazak,"...... So, the stories are true. A Vaal Hazak, in the Ancient Forest. Time for you to get to work, Hunter. Run along, now."
1552,Here Comes the Deathmaker,optional,MR,5,hunt,Ancient Forest,36000,Slay a Teostra,"A member of the Fourth encountered a Teostra in the Waste, one more terrible than usual. The emperor sits on its throne, waiting. Shall we pay him a visit?"
1561,Royal Audience on the Sand,optional,MR,5,hunt,Wildspire Waste,36000,Hunt a Savage Deviljho,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You go out and get me the materials I need and the status of your gear is sure to go up! (Upgrades the Apothecary Mantle upon first completion.)
1562,The Tyrant's Banquet,optional,MR,5,hunt,Wildspire Waste,36000,Slay a Kirin,"An unusual amount of lightning and radiance has occurred in the Highlands recently. This must be a sign that a Kirin is active in the area. You MUST look into this, Hunter!"
1571,Lightning Crashes,optional,MR,5,hunt,Coral Highlands,36000,Slay a Namielle,"Namielle is a truly terrifying beast, capable of summoning torrents as well as lightning! We must gather as much data as possible. I ask that you head out immediately, and of course, be careful!"
1572,Memories of the Sea God,optional,MR,5,hunt,Coral Highlands,36000,Slay a Blackveil Vaal Hazak,I've been going bonkers thinkin' about how I can upgrade your specialized tools. Your gear might be immune to abnormal status effects but it ain't immune to my upgrades! (Upgrades the Immunity Mantle upon first completion.)
1581,It's the Afterlife for Me,optional,MR,5,hunt,Rotten Vale,36000,Slay a Kushala Daora,"Black tornadoes have been spotted in the Elder's Recess. Analytics believes this is the work of a Kushala Daora, and a very nasty one at that. I'll leave this one to you, bud."
1591,Wings of the Wind,optional,MR,5,hunt,Elder's Recess,36000,Slay a Teostra,"The Huntsman and I tried to take on a Teostra, but it was too much for us. We need you to head out to the Elder's Recess and provide assistance. As in, you take care of it!"
1592,Mark of the Sun,optional,MR,5,hunt,Elder's Recess,36000,Hunt a Seething Bazelgeuse,"So I heard this new Bazelgeuse is supposed to be red-hot. But do you think it can match MY red-hot passion for life? Uh, DOUBT IT! Let's go out and cool down that fool!"
1593,Seething with Anger,optional,MR,5,hunt,Elder's Recess,36000,Capture a Seething Bazelgeuse,"P.U.R.R. is in fur effect...with just one minor hiccup: a Bazelgeuse! Maybe if you say its name three times, we can sneak in and get the goods! Go on, give it a try! (Decor materials for your room added upon first completion.)"
1594,The Purr-fect Room: Silver,optional,MR,5,capture,Elder's Recess,46800,Slay a Ruiner Nergigante,"I know you've been waiting for this, and I bet Nergigante has, too. You guys are basically joined at the hip. But it's time to end this. Go get 'em, Hunter! (Completing this quest unlocks the MR cap limit)"
1605,To the Very Ends with You,assigned,MR,6,hunt,Guiding Lands,36000,Hunt all target monsters,"You've overcome everything thrown at you so far, why not just one more challenge? Come out of this unscathed, and no one will forget why you're the real Sapphire Star!"
1631,We Run This Town,optional,MR,6,hunt,Special Arena,71280,Hunt a Zinogre,"A new challenger: Zinogre, the Bug Zapper, the Thunder Clapper! When this pup gets to howlin', better throw the towel in! Two fighters enter the Special Arena, but only one leaves!"
1632,Special Arena: MR Zinogre,optional,MR,6,hunt,Special Arena,28800,Hunt a Yian Garuga,"A new challenger: Yian Garuga, the Screamin' Demon, the Beaked Berzerker! You've never seen crazy like this before! Two fighters enter the Special Arena, but only one leaves!"
1633,Special Arena: MR Yian Garuga,optional,MR,6,hunt,Special Arena,28800,Hunt a Brute Tigrex,"A new challenger: Brute Tigrex, the Aggro Assaulter, the Bellowing Blitzer! He's talkin' trash with the moves to back it up! Two fighters enter the Special Arena, but only one leaves!"
1634,Special Arena: MR Brute Tigrex,optional,MR,6,hunt,Special Arena,36000,Hunt a Gold Rathian,"A new challenger: Gold Rathian, The Queen of Sheen, the Lethal Lunar Lady! She may be golden but she'll leave you black and blue. Two fighters enter the Special Arena, but only one leaves!"
1635,Special Arena: MR Gold Rathian,optional,MR,6,hunt,Special Arena,36000,Hunt a Silver Rathalos,"A new challenger: Silver Rathalos, the Glistening Gladiator, the Fireball Flinger! He reigns over the ring with a rain of fire! Two fighters enter the Special Arena, but only one leaves!"
1636,Special Arena: MR Silver Rathalos,optional,MR,6,hunt,Special Arena,36000,Hunt a Stygian Zinogre,"A new challenger: Stygian Zinogre, the Dean of Dracophage, the Mighty Mephisto! You better be hungry like the wolf if you wanna survive! Two fighters enter the Special Arena, but only one leaves!"
51621,Special Arena: MR Stygian Zinogre,optional,MR,6,hunt,Special Arena,36000,Slay a Shara Ishvalda,"Gotta admit, Shara Ishvalda is one elder dragon that is a sight to behold. Still can't believe it led us all the way here. We still have much to learn, let's pay it another visit!"
1641,Faraway Lorelei,optional,MR,6,hunt,Origin Isle,43200,Hunt all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I guarantee this upgrade will have massive impact! (Upgrades the Impact Mantle upon first completion.)
1642,Hymn of Moon and Sun,optional,MR,6,hunt,Elder's Recess,57600,Slay all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I guarantee you'll just love this upgrade! (Upgrades the Affinity Booster upon first completion.)
1651,The Storm Brings the Unexpected,optional,MR,6,hunt,Ancient Forest,60480,Slay a Lunastra,"Lunastra...I saw her just once and tried to express my feelings, but it was not meant to be. Oh, to be caressed by her flames... I need someone to tell her how I feel!"
1661,One Hot Night in the Spire,optional,MR,6,hunt,Wildspire Waste,36000,Slay all target monsters,I've been going bonkers thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll make sure your gear is truly next generation! (Upgrades the Temporal Mantle upon first completion.)
1671,Divine Surge,optional,MR,6,hunt,Coral Highlands,60480,Slay a Lunastra,"A request to track down a Lunastra has come in! I wonder what it's like to be treated like an empress. Take this quest, mon étoile, and show me..."
1691,Into the Palace of Flame,optional,MR,6,hunt,Elder's Recess,36000,Slay all target monsters,"You've had your rough patches, but you've become a shining beacon for the Commission. So here's to you, one last quest. May your name be etched in history!"
1692,Master Hunter of the New World,optional,MR,6,hunt,Elder's Recess,98640,Slay a Kirin,"You hear the rumors of ol' Shattered Horn? Sounds like it's shown up in the Hoarfrost Reach, but why it's there and why its horn is broken is as clear as mud! Sounds like a mystery worth investigating, eh?"
51602,Sterling Pride,special,MR,6,hunt,Hoarfrost Reach,36000,Complete the assignment,"We've traced whatever broke the Kirin's horn to the Guiding Lands. You can bet your bottom zenny that it's one tough customer, so don't let your guard down. And don't be late!"
51601,"Reveal Thyself, Destroyer",special,MR,6,hunt,Guiding Lands,36000,Complete the assignment,"We've discovered a new path in the Guiding Lands that even monsters tread carefully around. This may not be an issue from a long-term perspective, but it warrants an investigation."
51603,Across the Lost Path,special,MR,6,hunt,Guiding Lands,36000,Complete the assignment,"We need you to do some recon on that red monster. Remember, don't get in over your head. Get in, find out what you need, then get out."
51604,Point of No Return,special,MR,6,hunt,Secluded Valley,36000,Slay a Raging Brachydios,A Raging Brachydios has been spotted in the Guiding Lands. Not many hunters have faced one and come back in one piece. Think you can join their ranks?
51606,...And My Rage for All,special,MR,6,hunt,Guiding Lands,43200,Hunt a Furious Rajang,A Furious Rajang has been spotted in the Hoarfrost Reach. Not many hunters have faced one and come back in one piece. Think you can join their ranks?
51607,The Fury Remains,special,MR,6,hunt,Hoarfrost Reach,43200,Slay an Alatreon,"Not much is known of Alatreon, other than the destruction it's capable of threatens all of humanity. But this is a chance for the Commission to write history, no?"
51611,Blazing Black Twilight,special,MR,6,hunt,Secluded Valley,43200,Deliver 6 Pearlspring Macaques,"Ooooh! My best assistant came to lend me a hand! Think you can catch me some of those fluffy duffy Pearlspring Macaques? For what? Duh! To play with—er, I mean to research of course, you silly hunter! (Special material rewards upon completion.)"
67802,Dawn's Triumph,special,MR,6,hunt,Secluded Valley,28800,Slay Safi'jiiva,"Safi'jiiva, the mature form of Xeno'jiiva... Reports confirm that it's siphoning energy from its surroundings to heal its wounds. We need to eliminate this threat before it's too late!"
67803,The Black Dragon,special,MR,6,hunt,Castle Schrade,57600,Deliver 8 Duffel Penguins,"You ready to lend me a hand? Oh, goodie! I need you to capture some Duffel Penguins for me. You gotta be quick, though. They'll give you the flipper then you give you the slip! (Special material rewards)"
61801,Pearl Snatchers,event,MR,1,deliver,Hoarfrost Reach,9000,Deliver 10 Iceblooms,"The Reach is so cold your ears will fall off, or so I heard. Earmuffs would do the trick, or maybe some—!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)"
51605,The Red Dragon,event,MR,6,hunt,Secluded Valley,43200,Slay a Velkhana,"To the hunters who have survived the dangers of the New World, I hope you can display your full potential one more time. Show them that the Sapphire Star can never be frozen!"
61805,Duffel Duty,event,MR,1,deliver,Hoarfrost Reach,9000,Hunt all target monsters,Don't think you can eat 'em and I know gramps would be reel upset if I plopped one down in front of him for supper. But sounds like mighty good fun tangoin' with two tundra trouts! (Increased HR/MR points and special material rewards upon completion.)
61811,Flora Frostbite,event,MR,1,deliver,Hoarfrost Reach,9000,Deliver 20 Underground Fruit,"Those things—like felvine, I tell ya! I just can't get enough! If you can go meow-t and get your paws on some more, I'd really a-purr-eciate it! I'll even reward you with lots of bone materials fur your troubles! (Bonus HR/MR points rewarded upon completion.)"
63142,Farewell to the Frozen,event,MR,5,hunt,Arena,28800,Hunt all target monsters,"Some roaming Banbaro have adapted to the Wildspire and are using mounds of mud to attack hunters! Careful out there, everyone! (Bonus HR/MR points rewarded upon completion.)"
66801,Trophy Fishin',event,MR,1,hunt,Hoarfrost Reach,23040,Deliver 20 Hardfruit,"Ah, Hunter! I've caught wind of a delicacy called a Hardfruit, which makes for a delightful snack. It's a bit of a trek, but bring some back for me and I'll reward you with lots of ore! (Bonus HR/MR points rewarded upon completion.)"
66802,The Lord of the Underworld Beckons,event,MR,1,deliver,Rotten Vale,9000,Capture a Coral Pukei-Pukei,"A hunter came by with blueprints for Palico equipment they wanted me to craft. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'. (Special material rewards)"
66803,A Bunch of Sticks in the Mud,event,MR,1,hunt,Wildspire Waste,23040,Hunt all target monsters,"—and you know what would be fascinating? Hunting an Anjanath AND a Banbaro at the same time! I would certainly dole out more HR/MR points to any hunter who'd take up that challenge! Yes, can you imagine it, Hunter? Going at it with those two brutes—"
66804,Desert Desserts,event,MR,1,deliver,Wildspire Waste,9000,Hunt all target monsters,"We were supposed to go out to get some stuff for Analytics, but my partner goofed and went on a different quest! Can you take care of this while I fetch him? Geez...this bozo. (Bonus HR/MR points rewarded upon completion.)"
61803,Every Hunter's Dream II,event,MR,2,capture,Coral Highlands,18000,Hunt all target monsters,"Yeah, time to get it done! I got an assignment from the scholars to pick up a couple of whatcha-ma-call-sacs. I'm gonna do it all in one go! (Increased HR/MR points upon completion.)"
66805,A New Troublemaker in Town,event,MR,2,hunt,Ancient Forest,25920,Hunt a Barioth,"To all hunters who yearn for action in the Arena, this quest is for you! Go head to head with our combatants, and earn special materials to craft weapons! (Special material rewards)"
66807,Hunter-Blunderer,event,MR,2,hunt,Special Arena,28800,Hunt all target monsters,"A hunter came by with a blueprint of a weapon they wanted. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'. (Special material rewards)"
66806,Colorful Carnival,event,MR,2,hunt,Special Arena,40320,Hunt all target monsters,"They're everywhere! I can hear the treacherous wings of fire above me, and I can feel the smoldering glare coming from that lava! Help! (Bonus HR/MR points rewarded upon completion.)"
61813,50 Shades of White,event,MR,3,hunt,Arena,25200,Hunt all target monsters,"Hey, what do you think would happen if a Diablos charged at an inflated Paolumu? I've been thinking about this for way too long and now I can't sleep. Do you think you can find out for me? (Bonus HR/MR points rewarded upon completion.)"
61802,Every Hunter's Dream III,event,MR,3,hunt,Arena,34560,Hunt all target monsters,"I was SO looking forward to going out on a hunt in a place that's not cold, but it IS cold. FREEZING COLD! And it's wet too! That's it! I am SO done. I'm going home... (Bonus HR/MR points rewarded upon completion.)"
66808,A Sky & Sea of Fire,event,MR,3,hunt,Elder's Recess,40320,Hunt all target monsters,"—to hunt a Glavenus AND an Uragaan simultaneously, yes! That's the stuff dreams are made of! I'd most certainly dole out extra HR/MR points upon completion to the hunters who—"
66809,A Curious Experiment,event,MR,3,hunt,Wildspire Waste,34560,Hunt all target monsters,"Expect things to get hot and tense in this quest! But don't worry, you'll get your fill of decorations if you come out of this in one piece! (Bonus HR/MR points rewarded upon completion.)"
66810,Soaked and Shivering,event,MR,3,hunt,Coral Highlands,34560,Hunt all target monsters,"No matter how much I chow down, I'm never full. Guess I'm still a growing boy! I need my protein, or maybe—!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)"
66811,Fired-Up Bruisers,event,MR,3,hunt,Elder's Recess,40320,Hunt all target monsters,Scouts have spotted a couple of highly dangerous monsters speeding across the Wildspire. Head to the locale and take care of both threats! And don't be late! (Increased HR/MR points upon completion)
66834,When the Swift Meets the Roar,event,MR,3,hunt,Arena,40320,Hunt all target monsters,"Two monsters have staked claim to the Rotten Vale, Hunter. But no matter who wins, the Commission loses. We need someone like you to get in there and drive both of them out! (Bonus HR/MR points rewarded upon completion.)"
61812,Beef is Never a Mi-steak,event,MR,4,hunt,Wildspire Waste,43200,Hunt all target monsters,"They say that Anjanaths are built for the forest. They roam it like kings, but now that an Azure Rathalos has showed up, we got a real fight on our hands! (Increased HR/MR points upon completion.)"
66812,The Desert Dash,event,MR,4,hunt,Wildspire Waste,43200,Hunt a Brachydios,"Dang, mining is a workout! If I had a cooler pickaxe maybe this wou—...!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)"
66814,Servants of the Vale,event,MR,4,hunt,Rotten Vale,46080,Slay all target monsters,"It's cold today, better get a scarf to warm up. I wonder what'll happen if I wrap my hea—...!? I got it! INSPIRATION! To the message boards! (Special material rewards)"
66813,In the Depths of the Forest,event,MR,4,hunt,Ancient Forest,46080,Slay all target monsters,"Thunder. Wind. Fire. Nature's wonders in their purest form. So, we fight purity with purity. Pick your weapon, hunter. And fight. (Bonus HR/MR points rewarded upon completion.)"
61806,Scores of Ores,event,MR,5,hunt,Elder's Recess,30240,Slay all target monsters,"This cold reminds me of the Hinterlands, but it drips with an eerie, tranquil smell. This must be looked into, yes? Run along now... (Bonus HR/MR points rewarded upon completion.)"
61807,A Chilling Entrance,event,MR,5,hunt,Ancient Forest,45360,Hunt a Savage Deviljho,"Perhaps the reason why this type of Deviljho is constantly hunting is that it's lost its ability to feel full? Perhaps I can empathize with its plight. I too, crave... My hunger for knowledge is insatiable! (Bonus HR/MR points rewarded upon completion.)"
66815,We Three Kings,event,MR,5,hunt,Special Arena,75600,Slay a Blackveil Vaal Hazak,"We've discovered a strange condition which is horrifyingly unaffected by <STYL MOJI_RED_DEFAULT>effluvial resistance! If it's not effluvial buildup, then what is it? Help us, Hunter, and you'll be generously compensated! (Special material rewards)"
66816,The Winter Blues,event,MR,5,hunt,Coral Highlands,51840,Hunt all target monsters,"I have located the ones who command the thunder. I left the task to a group of Fifth Fleet hunters, but they have yet to return. It's up to you now. (Special material rewards)"
66817,A Reason Behind The Hunger,event,MR,5,hunt,Elder's Recess,36000,Hunt a Zinogre,I saw a Zinogre in the Coral Highlands! This is it—the perfect opportunity for a study case on Fulgurbugs in the New World! I won't rest until I—until YOU get me some specimens! (Bonus HR/MR points rewarded upon completion.)
67801,RE: Return of the Bioweapon,event,MR,5,hunt,Rotten Vale,36000,Hunt a Yian Garuga,"My purr-ank-loving furr-iend told me about this meownster that's the definition of ""calm""! I gotta see it for myself! Maybe I should take some earplugs...? Nah, I'll be fine! (Bonus HR/MR points rewarded upon completion.)"
61814,A Shocking Climax,event,MR,6,hunt,Coral Highlands,45360,Hunt a Brute Tigrex,"As soon as we heard that roar in the distance, the hunter I was with sounded the retreat. Good thing, too—had we heard that roar up close, well, I'm sure I would have been its dinner! (Bonus HR/MR points rewarded upon completion.)"
66818,Moonlit Howl,event,MR,6,hunt,Coral Highlands,28800,Hunt a Silver Rathalos,"At first I thought it was just some light glancing off the rocks in the Elder's Recess, but it was HIM. I never thought I'd live to see this day! It makes me glad I came to the New World. (Bonus HR/MR points rewarded upon completion.)"
66819,"I Am Tranquil, I Am Sound",event,MR,6,hunt,Ancient Forest,28800,Hunt a Gold Rathian,"The golden empress has been spotted. We need the Fifth to prepare and head out. Take care, or the empress may turn the tables on you before you know it. (Bonus HR/MR points rewarded upon completion.)"
66820,A Roar that Splinters the Sky,event,MR,6,hunt,Elder's Recess,36000,Hunt 2 Rajang,"Boy, I wish I could be as strong as you hunters! Maybe instead of getting buff, I could wear—!? I got it! Yes, INSPIRATION! To the message boards! (Special material rewards)"
66821,A Glance of Silver,event,MR,6,hunt,Elder's Recess,36000,Hunt a Rajang,"The Admiral and some Fivers were talking some absolutely nonsense when they went off on a quest to hunt a Rajang. The Research Commission sure has a lot of hairballed hunters, huh? (Bonus HR/MR points rewarded upon completion.)"
66822,The Moon is a Harsh Queen,event,MR,6,hunt,Elder's Recess,36000,Hunt a Scarred Yian Garuga,"Us hunters have seen a lot of crazy stuff in our day, but nothing comes close to personifying crazy as that big purple chicken does! Don't lose your cool now. (Bonus HR/MR points rewarded upon completion.)"
61808,Muscle Monkey Madness,event,MR,6,hunt,Arena,50400,Hunt a Stygian Zinogre,"My apologies. I spent years researching monsters, giving everything to the Commission. But I lost everything to THIS one. I need you to step in, for I fear I won't be able to keep my cool. (Bonus HR/MR points rewarded upon completion.)"
67804,Mighty Muscle Monkey Madness,event,MR,6,hunt,Arena,60480,Hunt all target monsters,"The Ancient Forest is a living maze, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!"
66824,"Razzled, Frazzled, and Dazzled",event,MR,6,hunt,Wildspire Waste,36000,Hunt all target monsters,"The Wildspire is a vast stretch of land, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!"
66825,Scars Tell the Whole Story,event,MR,6,hunt,Ancient Forest,34560,Slay Kulve Taroth,"The mother goddess has reappeared. This time, our objective is to slay her. Get the quest from your handler or the quest board. Stand tall against her fury and return safely!"
66832,Wolf Out of Hell,event,MR,6,hunt,Elder's Recess,36000,Hunt all target monsters,"The Coral Highlands is relatively peaceful, so it's not every day we see this many monsters duking it out. This could be a huge boon to our research, so suit up and head out!"
66826,Yodeling in the Forest,event,MR,6,hunt,Ancient Forest,73440,Hunt all target monsters,"The monsters in the Rotten Vale are usually combative, but today they're especially irritated. This could be a huge boon to our research, so suit up and head out!"
66827,Heavy Metal in the Waste,event,MR,6,hunt,Wildspire Waste,67320,Hunt all target monsters,"The monsters in the Elder's Recess are used to hanging tough, but today they're especially irritated. This could be a huge boon to our research, so suit up and head out!"
66833,The Eternal Gold Rush,event,MR,6,hunt,Caverns of El Dorado,43200,Hunt all target monsters,"The monsters of the Reach tend to keep to themselves, but today they're at each other's throats! This could be a huge boon to our research, so suit up and head out!"
66828,Symphony of the Coral,event,MR,6,hunt,Coral Highlands,65520,Hunt a Zinogre,"They say lightning never strikes the same place twice, but I wouldn't take my chances here! Get through this in one piece and you'll get your fill of decorations! (Bonus HR/MR points rewarded upon completion.)"
66829,Rotten Canzone,event,MR,6,hunt,Rotten Vale,66600,Slay a Ruiner Nergigante,Scouts have sighted an unusually fierce Ruiner Nergigante out in the field. We need you to investigate. Expect some Great Spiritvein Gems as a reward for your trouble. (Bonus HR/MR points rewarded upon completion.)
66830,Alt Rock Recess,event,MR,6,hunt,Elder's Recess,71280,Hunt a Nightshade Paolumu,"The Admiral and Chef managed to capture a Nightshade Paolumu, but something seemed pawfully off. I didn't mention anything to those two, but purrhaps you could take a look, Meowster?"
66831,Ballad of the Hoarfrost,event,MR,6,hunt,Hoarfrost Reach,67320,Hunt all target monsters,"OK. I, uh, admit that I went a little crazy with the party prep, but I swear I did NOT blow up those balloons. Pop those pests and the Second Fleet Master will hook you up with armor spheres!"
66835,The Wrath of Thunder Descends,event,MR,6,hunt,Ancient Forest,34560,Hunt a Seething Bazelgeuse,"Wooo, that was one GNARLY party! But some, uh, party pooper left all his party poop all over the place... Sorry, Player. Someone's gotta clean up this mess and it ain't me! But if you do, the Second Fleet Master will hook you up with some sweet armor spheres!"
66836,Ode to the Destruction,event,MR,6,hunt,Origin Isle,43200,Hunt an Anjanath,"We've waited so long for this day. It's time for you to participate in the Proving and become a true brave. Offer your trophy to the All-Mother, and you shall be blessed generously."
67805,Don't Forget The Earplugs!,event,MR,6,hunt,Arena,28800,Slay 8 Barnos,"It's time for some special training. Wingdrakes are feeble things compared to larger monsters, but even they can take down a hunter. Cull their numbers and we'll prep some new Palico gear."
67806,Monkey Business,event,MR,6,hunt,Hoarfrost Reach,43200,Hunt 2 Deviljho,No...Mother's Heart! The survivors hiding inside the mountain will be buried if you don't take down those monsters. Overcome this threat and I will provide you with special equipment!
67807,The Naked Truth,event,MR,6,hunt,Origin Isle,43200,Slay a Banbaro,"In the monster corner: Banbaro, the Ruler of the Reach, the Champ of Tramp! If you can't dig your own grave, he'll dig it for you! You ready to duke it out with set weapons and armor?"
67808,Tears from Nirvana,event,MR,6,hunt,Rotten Vale,43200,Slay a Nightshade Paolumu,"In the monster corner: Nightshade Paolumu, the Sultan of Slumber, the Flightmare! Get caught in the sleeper hold, and it's lights out! You ready to duke it out with set weapons and armor?"
67809,A Farewell to Zinogre,event,MR,6,hunt,Arena,28800,Slay a Nargacuga,"In the monster corner: Nargacuga, the Shadowy Slayer, the Nimble Ninja! If you can't see him, it's already too late! You ready to duke it out with set weapons and armor?"
67810,Brand New Brute,event,MR,6,hunt,Arena,36000,Slay an Acidic Glavenus,"In the monster corner: Acidic Glavenus, the Colonel of Corrosion, The Dino Dueler! There's no stoppin' once he gets to choppin'! You ready to duke it out with set weapons and armor?"
67811,Mew are Number One!,event,MR,6,hunt,Arena,210000,Slay all target monsters,"In the monster corner: An Odogaron-Ebony Odogaron tag team! The hounds are out, and you're about to get woofed! You ready to duke it out with set weapons and armor?"
67812,The Evening Star,event,MR,6,hunt,Secluded Valley,43200,Slay a Zinogre,"In the monster corner: Zinogre, the Bug Zapper, the Thunder Clapper! When this pup gets to howlin', better throw the towel in! You ready to duke it out with set weapons and armor?"
67813,Dawn of the Death Star,event,MR,6,hunt,Secluded Valley,43200,Slay all target monsters,"In the monster corner: A Tigrex-Brute Tigrex tag team! Don't get between these two, unless you wanna be a wishbone! You ready to duke it out with set weapons and armor?"
67814,In the Tempest's Wake,event,MR,6,hunt,Seliana Supply Cache,43200,Slay all target monsters,In the monster corner: A Tobi-Kadachi-Viper Tobi-Kadachi tag team! Stay on your toes against this tandem because the fur is about to fly! You ready to duke it out with set weapons and armor?
67815,Day of Ruin,event,MR,6,hunt,Seliana Supply Cache,43200,Slay all target monsters,"In the monster corner: An Anjanath-Fulgur Anjanath tag...team...? Bless their hearts, I think their lil' ol' arms are too short to tag... You ready to duke it out with set weapons and armor?"
67816,The Cold Never Bothered Me,event,MR,6,hunt,Seliana Supply Cache,43200,Slay a Yian Garuga,"In the monster corner: Yian Garuga, the Screamin' Demon, the Beaked Berzerker! You've never seen crazy like this before! You ready to duke it out with set weapons and armor?"
67817,The Distant Dark Tide,event,MR,6,hunt,Coral Highlands,54000,Slay a Savage Deviljho,"In the monster corner: Deviljho, the food chain dominator, the pulverizing pickle! This is one hoss that likes to throw its weight around! You ready to duke it out with set weapons and armor?"
67818,The Last White Knight,event,MR,6,hunt,Hoarfrost Reach,43200,Slay an Alatreon,"The burning Alatreon has once again been spotted. To make matters worse, news has spread of cataclysmic natural disasters occurring in the Old World. The timing of these events is curious to say the least. They merit further investigation but Alatreon comes first."
